ID,Species,Animal_Class,WQ_Principles,WQ_Criteria,Welfare_Hazards_Animal,Welfare_Hazards_Consequences,Welfare_Hazards_Affective_States,Welfare_Hazards_Impact,Ease_of_Hazard_Mitigation,Welfare_Indicator,Indicator_Type,Indicator_Dimensions,Indicator_Ease,Indicator_Resources,Hazards_Source_1,Hazards_Source_2,Global_Usage,Norway_Usage
45,Beef,Beef calves,Good Housing,Thermal comfort,Insufficient protection from weather,Heat stress,Di(stress),Low,Moderate,Increased standing,Welfare outcome,Behavioural,Moderate,Low,,,"F, R",Y
45,Beef,Beef bulls,,,,,,,,,,,,,,,,
46,Beef,Adults - Cubicles,Good Health,Absence of injuries,Poor calving conditions (pen design),Bone lesions (incl. fractures and dislocations),Pain,High,Moderate,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
46,Beef,Adults - Tie stalls,Good Health,Absence of injuries,Poor calving conditions (pen design),Bone lesions (incl. fractures and dislocations),Pain,High,Moderate,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
46,Beef,Beef calves,,,,,,,,,,,,,,,,
46,Beef,Beef bulls,,,,,,,,,,,,,,,,
47,Beef,Adults - Cubicles,Good Health,Absence of injuries,Inadequate flooring in passageways and feeding areas,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,2,,F ,Y
47,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
47,Beef,Beef calves,Good Health,Absence of injuries,Inadequate flooring in passageways and feeding areas,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,2,,F ,Y
47,Beef,Beef bulls,Good Health,Absence of injuries,Inadequate flooring in passageways and feeding areas,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,2,,F ,Y
48,Beef,Adults - Cubicles,Good Health,Absence of injuries,Inadequate maintenance of housing,Soft tissue lesions and integument damage,Pain,High,Easy,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
48,Beef,Adults - Tie stalls,Good Health,Absence of injuries,Inadequate maintenance of housing,Soft tissue lesions and integument damage,Pain,High,Easy,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
48,Beef,Beef calves,Good Health,Absence of injuries,Inadequate maintenance of housing,Soft tissue lesions and integument damage,Pain,High,Easy,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
48,Beef,Beef bulls,Good Health,Absence of injuries,Inadequate maintenance of housing,Soft tissue lesions and integument damage,Pain,High,Easy,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
49,Beef,Adults - Cubicles,Good Health,Absence of injuries,Lack of space for exercise and social interactions,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
49,Beef,Adults - Tie stalls,Good Health,Absence of injuries,Lack of space for exercise and social interactions,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
49,Beef,Beef calves,Good Health,Absence of injuries,Lack of space for exercise and social interactions,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
49,Beef,Beef bulls,Good Health,Absence of injuries,Lack of space for exercise and social interactions,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
50,Beef,Adults - Cubicles,Good Health,Absence of injuries,Mixing animals from different groups,Soft tissue lesions and integument damage,Pain,High,Moderate,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
50,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
50,Beef,Beef calves,Good Health,Absence of injuries,Mixing animals from different groups,Soft tissue lesions and integument damage,Pain,High,Moderate,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
50,Beef,Beef bulls,Good Health,Absence of injuries,Mixing animals from different groups,Soft tissue lesions and integument damage,Pain,High,Moderate,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
51,Beef,Adults - Cubicles,Good Health,Absence of injuries,Poor cubicle design,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
51,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
51,Beef,Beef calves,,,,,,,,,,,,,,,,
51,Beef,Beef bulls,Good Health,Absence of injuries,Poor cubicle design,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
52,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
52,Beef,Adults - Tie stalls,Good Health,Absence of injuries,Poor stall design / stall too small,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
52,Beef,Beef calves,,,,,,,,,,,,,,,,
52,Beef,Beef bulls,,,,,,,,,,,,,,,,
53,Beef,Adults - Cubicles,Good Health,Absence of injuries,Too few feeding places indoors ,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
53,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
53,Beef,Beef calves,Good Health,Absence of injuries,Too few feeding places indoors ,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
53,Beef,Beef bulls,Good Health,Absence of injuries,Too few feeding places indoors ,Soft tissue lesions and integument damage,Pain,High,Difficult,Injuries,Welfare outcome,Health/physical/production,Easy,Low,3,,F ,Y
54,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
54,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
54,Beef,Beef calves,,,,,,,,,,,,,,,,
54,Beef,Beef bulls,Good Health,Absence of injuries,Bulling/mounting behaviour,Bone lesions (incl. fractures and dislocations),Pain,High,Moderate,Injuries due to bulling/mounting,Welfare outcome,Health/physical/production,Easy,Low,22,,F,Y
55,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
55,Beef,Adults - Tie stalls,Good Housing,Ease of movement,Being tied without exercise for long periods ,Locomotor disorders (including lameness),Pain,High,Difficult,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
55,Beef,Beef calves,,,,,,,,,,,,,,,,
55,Beef,Beef bulls,,,,,,,,,,,,,,,,
56,Beef,Adults - Cubicles,Good Health,Absence of disease,Continuous housing for long periods,Locomotor disorders (including lameness),Pain,High,Difficult,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,7,,F,Y
56,Beef,Adults - Tie stalls,Good Health,Absence of disease,Continuous housing for long periods,Locomotor disorders (including lameness),Pain,High,Difficult,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,7,,F,Y
56,Beef,Beef calves,,,,,,,,,,,,,,,,
56,Beef,Beef bulls,,,,,,,,,,,,,,,,
57,Beef,Adults - Cubicles,Good Housing,Ease of movement,Fewer cubicles than cattle,Locomotor disorders (including lameness),Pain,High,Difficult,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
57,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
57,Beef,Beef calves,,,,,,,,,,,,,,,,
57,Beef,Beef bulls,Good Housing,Ease of movement,Fewer cubicles than cattle,Locomotor disorders (including lameness),Pain,High,Difficult,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
58,Beef,Adults - Cubicles,Good Health,Absence of disease,Inadequate flooring in passageways and feeding areas,Locomotor disorders (including lameness),Pain,High,Difficult,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
58,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
58,Beef,Beef calves,,,,,,,,,,,,,,,,
58,Beef,Beef bulls,,,,,,,,,,,,,,,,
59,Beef,Adults - Cubicles,Good Housing,Ease of movement,Inadequate maintenance of housing,Locomotor disorders (including lameness),Pain,High,Easy,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
59,Beef,Adults - Tie stalls,Good Housing,Ease of movement,Inadequate maintenance of housing,Locomotor disorders (including lameness),Pain,High,Easy,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
59,Beef,Beef calves,Good Housing,Ease of movement,Inadequate maintenance of housing,Locomotor disorders (including lameness),Pain,High,Easy,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
59,Beef,Beef bulls,Good Housing,Ease of movement,Inadequate maintenance of housing,Locomotor disorders (including lameness),Pain,High,Easy,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
60,Beef,Adults - Cubicles,Good Housing,Ease of movement,Lack of space for exercise and social interactions,Locomotor disorders (including lameness),Pain,High,Difficult,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
60,Beef,Adults - Tie stalls,Good Housing,Ease of movement,Lack of space for exercise and social interactions,Locomotor disorders (including lameness),Pain,High,Difficult,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
60,Beef,Beef calves,Good Housing,Ease of movement,Lack of space for exercise and social interactions,Locomotor disorders (including lameness),Pain,High,Difficult,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
60,Beef,Beef bulls,Good Housing,Ease of movement,Lack of space for exercise and social interactions,Locomotor disorders (including lameness),Pain,High,Difficult,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
61,Beef,Adults - Cubicles,Good Health,Absence of disease,Mixing animals from different groups,Locomotor disorders (including lameness),Pain,High,Moderate,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,3,,F,Y
61,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
61,Beef,Beef calves,,,,,,,,,,,,,,,,
61,Beef,Beef bulls,,,,,,,,,,,,,,,,
62,Beef,Adults - Cubicles,Good Health,Absence of disease,Inadequate flooring in passageways and feeding areas,Soft tissue lesions and integument damage,Pain,High,Difficult,Locomotion / gait scoring ,Welfare outcome,Behavioural,Moderate,Low,2,,F,Y
62,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
62,Beef,Beef calves,,,,,,,,,,,,,,,,
62,Beef,Beef bulls,,,,,,,,,,,,,,,,
63,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
63,Beef,Adults - Tie stalls,Good Health,Absence of disease,Tie stall collar (too tight),Restriction of movement,Discomfort,High,Easy,Locomotory behaviour (restricted movement),Welfare outcome,Behavioural,Moderate,Low,,,F,Y
63,Beef,Beef calves,,,,,,,,,,,,,,,,
63,Beef,Beef bulls,,,,,,,,,,,,,,,,
64,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
64,Beef,Adults - Tie stalls,Good Health,Absence of disease,Being tied without exercise for long periods ,Metabolic disorders,Discomfort,High,Difficult,Metabolic disorders,Welfare outcome,Health/physical/production,Easy,Medium,3,,F,Y
64,Beef,Beef calves,,,,,,,,,,,,,,,,
64,Beef,Beef bulls,,,,,,,,,,,,,,,,
65,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
65,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
65,Beef,Beef calves,,,,,,,,,,,,,,,,
65,Beef,Beef bulls,Good Health,Absence of disease,Lack of fibre in intensive rearing diet,Metabolic disorders,Discomfort,High,Easy,Metabolic disorders,Welfare outcome,Health/physical/production,Easy,Medium,21,,F,Y
66,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
66,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
66,Beef,Beef calves,Good Health,Absence of disease,Poor management and nutrition of orphan calves,Metabolic disorders,Discomfort,High,Easy,Metabolic disorders,Welfare outcome,Health/physical/production,Easy,Medium,19,,F,Y
66,Beef,Beef bulls,,,,,,,,,,,,,,,,
67,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
67,Beef,Adults - Tie stalls,Good Health,Absence of injuries,Tie stall collar (injury),Soft tissue lesions and integument damage,Pain,High,Moderate,Neck injuries,Welfare outcome,Health/physical/production ,Easy,Low,,,F,Y
67,Beef,Beef calves,,,,,,,,,,,,,,,,
67,Beef,Beef bulls,,,,,,,,,,,,,,,,
68,Beef,Adults - Cubicles,Appropiate behaviour,Expression of other behaviours,Lack of environmental enrichment,General disruption of behaviour,Frustration,Low,Easy,Nonnutritive sucking,Welfare outcome,Behavioural,Moderate,Low,10,,"F, R",N  
68,Beef,Adults - Tie stalls,Appropiate behaviour,Expression of other behaviours,Lack of environmental enrichment,General disruption of behaviour,Frustration,Low,Easy,Nonnutritive sucking,Welfare outcome,Behavioural,Moderate,Low,10,,"F, R",N  
68,Beef,Beef calves,Appropiate behaviour,Expression of other behaviours,Lack of environmental enrichment,General disruption of behaviour,Frustration,Low,Easy,Nonnutritive sucking,Welfare outcome,Behavioural,Moderate,Low,10,,"F, R",N  
68,Beef,Beef bulls,Appropiate behaviour,Expression of other behaviours,Lack of environmental enrichment,General disruption of behaviour,Frustration,Low,Easy,Nonnutritive sucking,Welfare outcome,Behavioural,Moderate,Low,10,,"F, R",N  
69,Beef,Adults - Cubicles,Good Health,Absence of disease,Inadequate bedding (cubicle/stall floor),Environmental stress,Pain,Low,Easy,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
69,Beef,Adults - Tie stalls,Good Health,Absence of disease,Inadequate bedding (cubicle/stall floor),Environmental stress,Pain,Low,Easy,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
69,Beef,Beef calves,,,,,,,,,,,,,,,,
69,Beef,Beef bulls,Good Health,Absence of disease,Inadequate bedding (cubicle/stall floor),Environmental stress,Pain,Low,Easy,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
70,Beef,Adults - Cubicles,Good Health,Absence of disease,Poor cubicle design,Environmental stress,Pain,Low,Difficult,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
70,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
70,Beef,Beef calves,,,,,,,,,,,,,,,,
70,Beef,Beef bulls,Good Health,Absence of disease,Poor cubicle design,Environmental stress,Pain,Low,Difficult,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
71,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
71,Beef,Adults - Tie stalls,Good Health,Absence of disease,Poor stall design / stall too small,Environmental stress,Pain,Low,Difficult,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
71,Beef,Beef calves,,,,,,,,,,,,,,,,
71,Beef,Beef bulls,,,,,,,,,,,,,,,,
72,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
72,Beef,Adults - Tie stalls,Good Health,Absence of pain induced by management procedures,Use of cow trainers,Environmental stress,Pain,Low,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,,23,"F, R",Y
72,Beef,Beef calves,,,,,,,,,,,,,,,,
72,Beef,Beef bulls,,,,,,,,,,,,,,,,
73,Beef,Adults - Cubicles,Good Health,Absence of pain induced by management procedures,Mixing animals from different groups ,Group (social) stress,Pain,Low,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
73,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
73,Beef,Beef calves,Good Health,Absence of pain induced by management procedures,Mixing animals from different groups ,Group (social) stress,Pain,Low,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
73,Beef,Beef bulls,Good Health,Absence of pain induced by management procedures,Mixing animals from different groups ,Group (social) stress,Pain,Low,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
74,Beef,Adults - Cubicles,Good Health,Absence of disease,Poor calving conditions (unable to separate from other animals),Group (social) stress,Pain,Low,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
74,Beef,Adults - Tie stalls,Good Health,Absence of disease,Poor calving conditions (unable to separate from other animals),Group (social) stress,Pain,Low,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
74,Beef,Beef calves,,,,,,,,,,,,,,,,
74,Beef,Beef bulls,,,,,,,,,,,,,,,,
75,Beef,Adults - Cubicles,Good Health,Absence of disease,Lack of handling/restraining facilities,Handling stress,Pain,Low,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
75,Beef,Adults - Tie stalls,Good Health,Absence of disease,Lack of handling/restraining facilities,Handling stress,Pain,Low,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
75,Beef,Beef calves,Good Health,Absence of disease,Lack of handling/restraining facilities,Handling stress,Pain,Low,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
75,Beef,Beef bulls,Good Health,Absence of disease,Lack of handling/restraining facilities,Handling stress,Pain,Low,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
76,Beef,Adults - Cubicles,Good Health,Absence of disease,Poor calving conditions (absence of pen),Reproductive disorders,Pain,High,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
76,Beef,Adults - Tie stalls,Good Health,Absence of disease,Poor calving conditions (absence of pen),Reproductive disorders,Pain,High,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
76,Beef,Beef calves,,,,,,,,,,,,,,,,
76,Beef,Beef bulls,,,,,,,,,,,,,,,,
77,Beef,Adults - Cubicles,Good Health,Absence of pain induced by management procedures,Being tied up temporarily,Restriction of movement,Pain,High,Easy,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
77,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
77,Beef,Beef calves,,,,,,,,,,,,,,,,
77,Beef,Beef bulls,Good Health,Absence of pain induced by management procedures,Being tied up temporarily,Restriction of movement,Pain,High,Easy,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
78,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
78,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
78,Beef,Beef calves,Good Health,Absence of pain induced by management procedures,Improper management of pain after dehorning,Soft tissue lesions and integument damage,Pain,High,Easy,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
78,Beef,Beef bulls,,,,,,,,,,,,,,,,
79,Beef,Adults - Cubicles,Good Health,Absence of disease,Poor calving conditions (pen design),Soft tissue lesions and integument damage,Pain,High,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
79,Beef,Adults - Tie stalls,Good Health,Absence of disease,Poor calving conditions (pen design),Soft tissue lesions and integument damage,Pain,High,Moderate,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
79,Beef,Beef calves,,,,,,,,,,,,,,,,
79,Beef,Beef bulls,,,,,,,,,,,,,,,,
80,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
80,Beef,Adults - Tie stalls,Good Health,Absence of disease,Tie stall collar (too tight),Soft tissue lesions and integument damage,Pain,High,Easy,"Pain behaviour (abnormal stance and gait, unusual resting behaviours, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,,23,"F, R",Y
80,Beef,Beef calves,,,,,,,,,,,,,,,,
80,Beef,Beef bulls,,,,,,,,,,,,,,,,
81,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
81,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
81,Beef,Beef calves,Good Health,Absence of pain induced by management procedures,Improper analgesia during dehorning ,Soft tissue lesions and integument damage,Pain,High,Easy,"Pain behaviour (abnormal stance and gait, vocalisation, kicking, tail swishing)",Welfare outcome,Behavioural,Moderate,Medium,2,23,"F, R",Y
81,Beef,Beef bulls,,,,,,,,,,,,,,,,
82,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
82,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
82,Beef,Beef calves,Good Health,Absence of pain induced by management procedures,Castration with insufficient or improper application of analgesia,Soft tissue lesions and integument damage,Pain,High,Easy,"Pain behaviour in calves - head shaking, ear flicking, head rubbing, grooming, standing-lying transitions, hind leg kicks",Welfare outcome,Behavioural,Moderate,Medium,,,"F, R",Y
82,Beef,Beef bulls,,,,,,,,,,,,,,,,
83,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
83,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
83,Beef,Beef calves,Good Health,Absence of pain induced by management procedures,Complications of castration,Soft tissue lesions and integument damage,Pain,High,Moderate,"Pain behaviour in calves - head shaking, ear flicking, head rubbing, grooming, standing-lying transitions, hind leg kicks",Welfare outcome,Behavioural,Moderate,Medium,,,"F, R",Y
83,Beef,Beef bulls,,,,,,,,,,,,,,,,
84,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
84,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
84,Beef,Beef calves,Good Health,Absence of pain induced by management procedures,Improper analgesia during disbudding  ,Soft tissue lesions and integument damage,Pain,High,Easy,"Pain behaviour in calves - head shaking, ear flicking, head rubbing, grooming, standing-lying transitions, hind leg kicks",Welfare outcome,Behavioural,Moderate,Medium,2,9,"F, R",Y
84,Beef,Beef bulls,,,,,,,,,,,,,,,,
85,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
85,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
85,Beef,Beef calves,Good Health,Absence of pain induced by management procedures,Improper management of pain after disbudding,Soft tissue lesions and integument damage,Pain,High,Easy,"Pain behaviour in calves - head shaking, ear flicking, head rubbing, grooming, standing-lying transitions, hind leg kicks",Welfare outcome,Behavioural,Moderate,Medium,2,9,"F, R",Y
85,Beef,Beef bulls,,,,,,,,,,,,,,,,
86,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
86,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
86,Beef,Beef calves,Good Health,Absence of pain induced by management procedures,Post-castration pain,Soft tissue lesions and integument damage,Pain,High,Moderate,"Pain behaviour in calves - head shaking, ear flicking, head rubbing, grooming, standing-lying transitions, hind leg kicks",Welfare outcome,Behavioural,Moderate,Medium,,,"F, R",Y
86,Beef,Beef bulls,,,,,,,,,,,,,,,,
87,Beef,Adults - Cubicles,Good Housing,Thermal comfort,Inadequate maintenance of housing,Heat stress,Di(stress),Low,Easy,Panting,Welfare outcome,Behavioural,Moderate,Low,3,,"F, R",Y
87,Beef,Adults - Tie stalls,Good Housing,Thermal comfort,Inadequate maintenance of housing,Heat stress,Di(stress),Low,Easy,Panting,Welfare outcome,Behavioural,Moderate,Low,3,,"F, R",Y
87,Beef,Beef calves,Good Housing,Thermal comfort,Inadequate maintenance of housing,Heat stress,Di(stress),Low,Easy,Panting,Welfare outcome,Behavioural,Moderate,Low,3,,"F, R",Y
87,Beef,Beef bulls,Good Housing,Thermal comfort,Inadequate maintenance of housing,Heat stress,Di(stress),Low,Easy,Panting,Welfare outcome,Behavioural,Moderate,Low,3,,"F, R",Y
88,Beef,Adults - Cubicles,Good Housing,Thermal comfort,Insufficient protection from weather,Heat stress,Di(stress),Low,Moderate,Panting,Welfare outcome,Behavioural,Moderate,Low,7,,"F, R",Y
88,Beef,Adults - Tie stalls,Good Housing,Thermal comfort,Insufficient protection from weather,Heat stress,Di(stress),Low,Moderate,Panting,Welfare outcome,Behavioural,Moderate,Low,7,,"F, R",Y
88,Beef,Beef calves,Good Housing,Thermal comfort,Insufficient protection from weather,Heat stress,Di(stress),Low,Moderate,Panting,Welfare outcome,Behavioural,Moderate,Low,7,,"F, R",Y
88,Beef,Beef bulls,,,,,,,,,,,,,,,,
89,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Lack of handling/restraining facilities,Handling stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
89,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Lack of handling/restraining facilities,Handling stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
89,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Lack of handling/restraining facilities,Handling stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
89,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Lack of handling/restraining facilities,Handling stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
90,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Insufficient protection from weather,Cold stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,7,,R,N (research only)
90,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Insufficient protection from weather,Cold stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,7,,R,N (research only)
90,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Insufficient protection from weather,Cold stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,7,,R,N (research only)
90,Beef,Beef bulls,,,,,,,,,,,,,,,,
91,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
91,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
