ID,Species,Animal_Class,WQ_Principles,WQ_Criteria,Welfare_Hazards_Animal,Welfare_Hazards_Consequences,Welfare_Hazards_Affective_States,Welfare_Hazards_Impact,Ease_of_Hazard_Mitigation,Welfare_Indicator,Indicator_Type,Indicator_Dimensions,Indicator_Ease,Indicator_Resources,Hazards_Source_1,Hazards_Source_2,Global_Usage,Norway_Usage
110,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Inappropriate environmental enrichment,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
110,Pigs,Lactating sows - Pens,Good Health,Absence of injuries,Inappropriate environmental enrichment,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
110,Pigs,Unweaned piglets,Good Health,Absence of injuries,Inappropriate environmental enrichment,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
110,Pigs,Boars,Good Health,Absence of injuries,Inappropriate environmental enrichment,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
110,Pigs,Meat pigs,Good Health,Absence of injuries,Insufficient environmental enrichment,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
111,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Insufficient environmental enrichment,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
111,Pigs,Lactating sows - Pens,Good Health,Absence of injuries,Insufficient environmental enrichment,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
111,Pigs,Unweaned piglets,Good Health,Absence of injuries,Insufficient environmental enrichment,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
111,Pigs,Boars,Good Health,Absence of injuries,Insufficient environmental enrichment,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
111,Pigs,Meat pigs,Good Health,Absence of injuries,Insufficient foraging/exploration/enrichment material,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
112,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Insufficient foraging/exploration/enrichment material,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
112,Pigs,Lactating sows - Pens,Good Health,Absence of injuries,Insufficient foraging/exploration/enrichment material,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
112,Pigs,Unweaned piglets,Good Health,Absence of injuries,Insufficient foraging/exploration/enrichment material,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
112,Pigs,Boars,Good Health,Absence of injuries,Insufficient foraging/exploration/enrichment material,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,,17b,F,Y
112,Pigs,Meat pigs,Good Health,Absence of injuries,Lack of elasticity of hard flooring material ,Soft tissue lesions and integument damage,Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,14,17b,F,Y
113,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Lack of elasticity of hard flooring material ,Soft tissue lesions and integument damage,Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,14,17b,F,Y
113,Pigs,Lactating sows - Pens,Good Health,Absence of injuries,Lack of elasticity of hard flooring material ,Soft tissue lesions and integument damage,Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,14,17b,F,Y
113,Pigs,Unweaned piglets,Good Health,Absence of injuries,Lack of elasticity of hard flooring material ,Soft tissue lesions and integument damage,Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,14,17b,F,Y
113,Pigs,Boars,Good Health,Absence of injuries,Lack of elasticity of hard flooring material ,Soft tissue lesions and integument damage,Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,14,17b,F,Y
113,Pigs,Meat pigs,Good Health,Absence of injuries,Lack of overall space,Soft tissue lesions and integument damage,Pain,High,Difficult,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,15,17b,F,Y
114,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Lack of overall space,Soft tissue lesions and integument damage,Pain,High,Difficult,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,15,17b,F,Y
114,Pigs,Lactating sows - Pens,Good Health,Absence of injuries,Lack of overall space,Soft tissue lesions and integument damage,Pain,High,Difficult,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,15,17b,F,Y
114,Pigs,Unweaned piglets,Good Health,Absence of injuries,Lack of overall space,Soft tissue lesions and integument damage,Pain,High,Difficult,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,15,17b,F,Y
114,Pigs,Boars,Good Health,Absence of injuries,Lack of overall space,Soft tissue lesions and integument damage,Pain,High,Difficult,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,15,17b,F,Y
114,Pigs,Meat pigs,Good Health,Absence of injuries,Large group size,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,15,17b,F,Y
115,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Large group size,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,15,17b,F,Y
115,Pigs,Lactating sows - Pens,Good Health,Absence of injuries,Large group size,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,15,17b,F,Y
115,Pigs,Unweaned piglets,Good Health,Absence of injuries,Large group size,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,15,17b,F,Y
115,Pigs,Boars,Good Health,Absence of injuries,Large group size,Soft tissue lesions and integument damage,Pain,High,Easy,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production,Easy,Low,15,17b,F,Y
115,Pigs,Meat pigs,,,,,,,,,,,,,,,,
116,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Aggression during mixing of sows ,Locomotor disorders (including lameness),Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production ,Easy,Low,16,17b,F,Y
116,Pigs,Lactating sows - Pens,Good Health,Absence of injuries,Aggression during mixing of sows ,Locomotor disorders (including lameness),Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production ,Easy,Low,16,17b,F,Y
116,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
116,Pigs,Boars,,,,,,,,,,,,,,,,
116,Pigs,Meat pigs,Good Health,Absence of injuries,Competition/aggressive interactions during feeding,Locomotor disorders (including lameness),Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production ,Easy,Low,15,17b,F,Y
117,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Competition/aggressive interactions during feeding,Locomotor disorders (including lameness),Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production ,Easy,Low,15,17b,F,Y
117,Pigs,Lactating sows - Pens,Good Health,Absence of injuries,Competition/aggressive interactions during feeding,Locomotor disorders (including lameness),Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production ,Easy,Low,15,17b,F,Y
117,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
117,Pigs,Boars,Good Health,Absence of injuries,Competition/aggressive interactions during feeding,Locomotor disorders (including lameness),Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production ,Easy,Low,15,17b,F,Y
117,Pigs,Meat pigs,,,,,,,,,,,,,,,,
118,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Excessive mating behaviour between group housed dry sows in oestrus,Locomotor disorders (including lameness),Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production ,Easy,Low,16,17b,F,Y
118,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
118,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
118,Pigs,Boars,,,,,,,,,,,,,,,,
118,Pigs,Meat pigs,Good Health,Absence of injuries,Inadequate slot dimensions in relation to foot dimensions,Locomotor disorders (including lameness),Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production ,Easy,Low,14,17b,F,Y
119,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Inadequate slot dimensions in relation to foot dimensions,Locomotor disorders (including lameness),Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production ,Easy,Low,14,17b,F,Y
119,Pigs,Lactating sows - Pens,Good Health,Absence of injuries,Inadequate slot dimensions in relation to foot dimensions,Locomotor disorders (including lameness),Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production ,Easy,Low,14,17b,F,Y
119,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
119,Pigs,Boars,Good Health,Absence of injuries,Inadequate slot dimensions in relation to foot dimensions,Locomotor disorders (including lameness),Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production ,Easy,Low,14,17b,F,Y
119,Pigs,Meat pigs,,,,,,,,,,,,,,,,
120,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Insufficient space allowance in loose housed sows (inability to resolve social conflicts),Locomotor disorders (including lameness),Pain,High,Moderate,Calluses and bursitis (pressure injuries),Welfare outcome,Health/physical/production ,Easy,Low,16,17b,F,Y
120,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
120,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
120,Pigs,Boars,,,,,,,,,,,,,,,,
120,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Aggression during mixing of unfamiliar animals,Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
121,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Aggression during mixing of unfamiliar animals,Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
121,Pigs,Lactating sows - Pens,Appropiate behaviour,Expression of social behaviours,Aggression during mixing of unfamiliar animals,Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
121,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
121,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Aggression during mixing of unfamiliar animals,Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
121,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Grouping of pigs of different age and/or size,Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
122,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
122,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
122,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
122,Pigs,Boars,,,,,,,,,,,,,,,,
122,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
123,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
123,Pigs,Lactating sows - Pens,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
123,Pigs,Unweaned piglets,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
123,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Insufficient foraging/exploration/enrichment material,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
123,Pigs,Meat pigs,,,,,,,,,,,,,,,,
124,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Lack of bulky or high-fibre food,Group (social) stress,Frustration,Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
124,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
124,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
124,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Lack of bulky or high-fibre food,Group (social) stress,Frustration,Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
124,Pigs,Meat pigs,,,,,,,,,,,,,,,,
125,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Poor flooring conditions,Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
125,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
125,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
125,Pigs,Boars,,,,,,,,,,,,,,,,
125,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Poor quality pen design (lack of barriers/dividers in pens),Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
126,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Poor quality pen design (lack of barriers/dividers in pens),Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
126,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
126,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
126,Pigs,Boars,,,,,,,,,,,,,,,,
126,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Poor quality pen design (open sides between adjacent pens),Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
127,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Poor quality pen design (open sides between adjacent pens),Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
127,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
127,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
127,Pigs,Boars,,,,,,,,,,,,,,,,
127,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
128,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
128,Pigs,Lactating sows - Pens,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
128,Pigs,Unweaned piglets,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
128,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Inappropriate environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
128,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Insufficient environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
129,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Insufficient environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
129,Pigs,Lactating sows - Pens,Appropiate behaviour,Expression of social behaviours,Insufficient environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
129,Pigs,Unweaned piglets,Appropiate behaviour,Expression of social behaviours,Insufficient environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
129,Pigs,Boars,Appropiate behaviour,Expression of social behaviours,Insufficient environmental enrichment,Group (social) stress,Di(stress),Low,Easy,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
129,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Competition/aggressive interactions during feeding,Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
130,Pigs,Pregnant sows - Groups,Appropiate behaviour,Expression of social behaviours,Competition/aggressive interactions during feeding,Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
130,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
130,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
130,Pigs,Boars,,,,,,,,,,,,,,,,
130,Pigs,Meat pigs,Appropiate behaviour,Expression of social behaviours,Lack of overall space,Group (social) stress,Di(stress),Low,Difficult,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
131,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
131,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
131,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
131,Pigs,Boars,,,,,,,,,,,,,,,,
131,Pigs,Meat pigs,,,,,,,,,,,,,,,,
132,Pigs,Pregnant sows - Groups,Appropiate behaviour,Positive emotional state,Excessive mating behaviour between group housed dry stalls in oestrus,Group (social) stress,Di(stress),Low,Moderate,Claw lesions,Welfare outcome,Health/physical/production,Easy,Low,,17b,F ,Y
132,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
132,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
132,Pigs,Boars,,,,,,,,,,,,,,,,
132,Pigs,Meat pigs,,,,,,,,,,,,,,,,
133,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Aggression during mixing of sows ,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,16,17b,F,Y
133,Pigs,Lactating sows - Pens,Good Health,Absence of injuries,Aggression during mixing of sows ,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,16,17b,F,Y
133,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
133,Pigs,Boars,,,,,,,,,,,,,,,,
133,Pigs,Meat pigs,Good Health,Absence of injuries,Competition/aggressive interactions during feeding,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,15,17b,F,Y
134,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Competition/aggressive interactions during feeding,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,15,17b,F,Y
134,Pigs,Lactating sows - Pens,Good Health,Absence of injuries,Competition/aggressive interactions during feeding,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,15,17b,F,Y
134,Pigs,Unweaned piglets,Good Health,Absence of injuries,Competition/aggressive interactions during feeding,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,15,17b,F,Y
134,Pigs,Boars,Good Health,Absence of injuries,Competition/aggressive interactions during feeding,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,15,17b,F,Y
134,Pigs,Meat pigs,,,,,,,,,,,,,,,,
135,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Excessive mating behaviour between group housed dry sows in oestrus,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,16,17b,F,Y
135,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
135,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
135,Pigs,Boars,,,,,,,,,,,,,,,,
135,Pigs,Meat pigs,Good Health,Absence of injuries,Inadequate slot dimensions in relation to foot dimensions,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,14,17b,F,Y
136,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Inadequate slot dimensions in relation to foot dimensions,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,14,17b,F,Y
136,Pigs,Lactating sows - Pens,Good Health,Absence of injuries,Inadequate slot dimensions in relation to foot dimensions,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,14,17b,F,Y
136,Pigs,Unweaned piglets,Good Health,Absence of injuries,Inadequate slot dimensions in relation to foot dimensions,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,14,17b,F,Y
136,Pigs,Boars,Good Health,Absence of injuries,Inadequate slot dimensions in relation to foot dimensions,Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,14,17b,F,Y
136,Pigs,Meat pigs,,,,,,,,,,,,,,,,
137,Pigs,Pregnant sows - Groups,Good Health,Absence of injuries,Insufficient space allowance in loose housed sows (inability to resolve social conflicts),Locomotor disorders (including lameness),Pain,High,Moderate,Claw lesions,Welfare outcome,Health/physical/production ,Easy,Low,16,17b,F,Y
137,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
137,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
137,Pigs,Boars,,,,,,,,,,,,,,,,
137,Pigs,Meat pigs,,,,,,,,,,,,,,,,
138,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
138,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
138,Pigs,Unweaned piglets,Good Housing,Thermal comfort,High or low humidity,Cold stress,Discomfort,Low,Moderate,Colostrum intake,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
138,Pigs,Boars,,,,,,,,,,,,,,,,
138,Pigs,Meat pigs,,,,,,,,,,,,,,,,
139,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
139,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
139,Pigs,Unweaned piglets,Good Housing,Thermal comfort,Housing facilities without climate control,Cold stress,Discomfort,Low,Moderate,Colostrum intake,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
139,Pigs,Boars,,,,,,,,,,,,,,,,
139,Pigs,Meat pigs,,,,,,,,,,,,,,,,
140,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
140,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
140,Pigs,Unweaned piglets,Good Housing,Thermal comfort,Insufficient space for lying in heated area / being exposed to temperature below LCT,Cold stress,Di(stress),Low,Moderate,Colostrum intake,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
140,Pigs,Boars,,,,,,,,,,,,,,,,
140,Pigs,Meat pigs,,,,,,,,,,,,,,,,
141,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
141,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
141,Pigs,Unweaned piglets,Good Housing,Thermal comfort,Low environmental temperature,Cold stress,Discomfort,Low,Easy,Colostrum intake,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
141,Pigs,Boars,,,,,,,,,,,,,,,,
141,Pigs,Meat pigs,,,,,,,,,,,,,,,,
142,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
142,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
142,Pigs,Unweaned piglets,Good Housing,Thermal comfort,No bedding,Cold stress,Di(stress),Low,Easy,Colostrum intake,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
142,Pigs,Boars,,,,,,,,,,,,,,,,
142,Pigs,Meat pigs,,,,,,,,,,,,,,,,
143,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
143,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
143,Pigs,Unweaned piglets,Good Housing,Thermal comfort,Poor thermal environment due to no heater or straw at birth place,Cold stress,Discomfort,Low,Easy,Colostrum intake,Welfare outcome,Health/physical/production ,Moderate,Low,,17b,F ,Y
143,Pigs,Boars,,,,,,,,,,,,,,,,
143,Pigs,Meat pigs,Good Health,Absence of disease,Lack of overall space,Bone lesions (incl. fractures and dislocations),Pain,High,Difficult,Conformation scoring ,Welfare outcome,Health/physical/production,Moderate,Low,15,,F,Y
144,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
144,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
144,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
144,Pigs,Boars,,,,,,,,,,,,,,,,
144,Pigs,Meat pigs,Good Health,Absence of disease,Flow rates producing gas emissions from slurry pits to pens,Respiratory disorders,Discomfort,High,Easy,Coughing ,Welfare outcome,Health/physical/production,Easy,Low,14,,F,Y
145,Pigs,Pregnant sows - Groups,,,,,,,,,,,,,,,,
145,Pigs,Lactating sows - Pens,,,,,,,,,,,,,,,,
145,Pigs,Unweaned piglets,,,,,,,,,,,,,,,,
145,Pigs,Boars,,,,,,,,,,,,,,,,
145,Pigs,Meat pigs,Good Health,Absence of disease,Inadequate ventilation,Respiratory disorders,Discomfort,High,Moderate,Coughing ,Welfare outcome,Health/physical/production,Easy,Low,14,,F,Y
146,Pigs,Pregnant sows - Groups,Good Health,Absence of disease,Inadequate ventilation,Respiratory disorders,Discomfort,High,Moderate,Coughing ,Welfare outcome,Health/physical/production,Easy,Low,14,,F,Y
146,Pigs,Lactating sows - Pens,Good Health,Absence of disease,Inadequate ventilation,Respiratory disorders,Discomfort,High,Moderate,Coughing ,Welfare outcome,Health/physical/production,Easy,Low,14,,F,Y
