ID,Species,Animal_Class,WQ_Principles,WQ_Criteria,Welfare_Hazards_Animal,Welfare_Hazards_Consequences,Welfare_Hazards_Affective_States,Welfare_Hazards_Impact,Ease_of_Hazard_Mitigation,Welfare_Indicator,Indicator_Type,Indicator_Dimensions,Indicator_Ease,Indicator_Resources,Hazards_Source_1,Hazards_Source_2,Global_Usage,Norway_Usage
39,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Expression of social behaviours,High stocking density indoors,General disruption of behaviour,Frustration,Low,Easy,Impaired social behaviour,Welfare outcome,Behavioural,Moderate,Medium,24,,R,Y
39,Sheep,Lambs from winter housed,Appropiate behaviour,Expression of social behaviours,High stocking density indoors,General disruption of behaviour,Frustration,Low,Easy,Impaired social behaviour,Welfare outcome,Behavioural,Moderate,Medium,24,,R,Y
40,Sheep,Adults - Outside year-round,Good Health,Absence of disease,External parasites,Skin disorders (other than soft tissue lesions and integument damage),Discomfort,High,Easy,Itchiness,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
40,Sheep,Lambs from outside year round,Good Health,Absence of disease,External parasites,Skin disorders (other than soft tissue lesions and integument damage),Discomfort,High,Easy,Itchiness,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
40,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,External parasites,Skin disorders (other than soft tissue lesions and integument damage),Discomfort,High,Easy,Itchiness,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
40,Sheep,Lambs from winter housed,Good Health,Absence of disease,External parasites,Skin disorders (other than soft tissue lesions and integument damage),Discomfort,High,Easy,Itchiness,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
41,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Poor dental health,Gastro-enteric disorders,Pain,High,Moderate,Jaw movement recording,Welfare outcome,Behavioural,Difficult,High,25,,R,N (research only)
41,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
41,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Poor dental health,Gastro-enteric disorders,Pain,High,Moderate,Jaw movement recording,Welfare outcome,Behavioural,Difficult,High,25,,R,N (research only)
41,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
42,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged hunger,Insufficient grazing,Prolonged hunger,Discomfort,High,Moderate,Jaw movement recording,Welfare outcome,Behavioural,Difficult,High,24,,R,N (research only)
42,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
42,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged hunger,Insufficient grazing,Prolonged hunger,Discomfort,High,Moderate,Jaw movement recording,Welfare outcome,Behavioural,Difficult,High,24,,R,N (research only)
42,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
43,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged hunger,Low nutritional value of grazing,Prolonged hunger,Discomfort,High,Moderate,Jaw movement recording,Welfare outcome,Behavioural,Difficult,High,24,,R,N (research only)
43,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
43,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged hunger,Low nutritional value of grazing,Prolonged hunger,Discomfort,High,Moderate,Jaw movement recording,Welfare outcome,Behavioural,Difficult,High,24,,R,N (research only)
43,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
44,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged hunger,Stocking rate too high,Prolonged hunger,Discomfort,High,Easy,Jaw movement recording,Welfare outcome,Behavioural,Difficult,High,24,,R,N (research only)
44,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
44,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged hunger,Stocking rate too high,Prolonged hunger,Discomfort,High,Easy,Jaw movement recording,Welfare outcome,Behavioural,Difficult,High,24,,R,N (research only)
44,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
45,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged hunger,Lack of knowledge of body condition scoring,Prolonged hunger,Discomfort,High,Easy,Knowledge of body condition scoring,Management input,,Moderate,Medium,24,,F,Y
45,Sheep,Lambs from outside year round,Good Feeding,Absence of prolonged hunger,Lack of knowledge of body condition scoring,Prolonged hunger,Discomfort,High,Easy,Knowledge of body condition scoring,Management input,,Moderate,Medium,24,,F,Y
45,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged hunger,Lack of knowledge of body condition scoring,Prolonged hunger,Discomfort,High,Easy,Knowledge of body condition scoring,Management input,,Moderate,Medium,24,,F,Y
45,Sheep,Lambs from winter housed,Good Feeding,Absence of prolonged hunger,Lack of knowledge of body condition scoring,Prolonged hunger,Discomfort,High,Easy,Knowledge of body condition scoring,Management input,,Moderate,Medium,24,,F,Y
46,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
46,Sheep,Lambs from outside year round,Good Health,Absence of disease,High lamb mortality,Mortality,Di(stress),High,Moderate,Lamb mortality,Management input,,Easy,Low,25,,F,Y
46,Sheep,Adults - Outside/winter housed,,,,,,,,,,,,,,,,
46,Sheep,Lambs from winter housed,Good Health,Absence of disease,High lamb mortality,Mortality,Di(stress),High,Moderate,Lamb mortality,Management input,,Easy,Low,25,,F,Y
47,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
47,Sheep,Lambs from outside year round,Good Health,Absence of disease,Poor management of orphan lambs,Mortality,Di(stress),High,Easy,Lamb mortality,Management input,,Easy,Low,25,,F,Y
47,Sheep,Adults - Outside/winter housed,,,,,,,,,,,,,,,,
47,Sheep,Lambs from winter housed,Good Health,Absence of disease,Poor management of orphan lambs,Mortality,Di(stress),High,Easy,Lamb mortality,Management input,,Easy,Low,25,,F,Y
48,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
48,Sheep,Lambs from outside year round,Good Health,Absence of disease,Delayed lambing intervention,Mortality,Di(stress),High,Easy,Lamb mortality,Management input,,Easy,Low,25,,F,Y
48,Sheep,Adults - Outside/winter housed,,,,,,,,,,,,,,,,
48,Sheep,Lambs from winter housed,Good Health,Absence of disease,Delayed lambing intervention,Mortality,Di(stress),High,Easy,Lamb mortality,Management input,,Easy,Low,25,,F,Y
49,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
49,Sheep,Lambs from outside year round,Appropiate behaviour,Expression of social behaviours,Poor maternal behaviour (ewe-lamb bonding),Mortality,Di(stress),High,Moderate,Lamb mortality,Management input,,Easy,Low,25,,F,Y
49,Sheep,Adults - Outside/winter housed,,,,,,,,,,,,,,,,
49,Sheep,Lambs from winter housed,Appropiate behaviour,Expression of social behaviours,Poor maternal behaviour (ewe-lamb bonding),Mortality,Di(stress),High,Moderate,Lamb mortality,Management input,,Easy,Low,25,,F,Y
50,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
50,Sheep,Lambs from outside year round,Good Health,Absence of disease,Poor supervision of lambing,Mortality,Di(stress),High,Easy,Lamb mortality,Management input,,Easy,Low,24,,F,Y
50,Sheep,Adults - Outside/winter housed,,,,,,,,,,,,,,,,
50,Sheep,Lambs from winter housed,Good Health,Absence of disease,Poor supervision of lambing,Mortality,Di(stress),High,Easy,Lamb mortality,Management input,,Easy,Low,24,,F,Y
51,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Poor supervision of lambing,Reproductive disorders,Pain,High,Easy,Lambing behaviour (dififcult/long lambing),Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
51,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
51,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Poor supervision of lambing,Reproductive disorders,Pain,High,Easy,Lambing behaviour (dififcult/long lambing),Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
51,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
52,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Poor supervision of lambing,Reproductive disorders,Pain,High,Easy,Lambing records (difficulty lambing),Management input, ,Easy,Low,24,,F,Y
52,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
52,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Poor supervision of lambing,Reproductive disorders,Pain,High,Easy,Lambing records (difficulty lambing),Management input, ,Easy,Low,24,,F,Y
52,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
53,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Poor supervision of lambing,Reproductive disorders,Pain,High,Easy,Lambing records (duration of lambing),Management input, ,Easy,Low,,,F,Y
53,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
53,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Poor supervision of lambing,Reproductive disorders,Pain,High,Easy,Lambing records (duration of lambing),Management input, ,Easy,Low,,,F,Y
53,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
54,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Inadequate hoof trimming,Locomotor disorders (including lameness),Pain,High,Easy,Locomotion/gait scoring,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
54,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
54,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Inadequate hoof trimming,Locomotor disorders (including lameness),Pain,High,Easy,Locomotion/gait scoring,Welfare outcome,Behavioural,Moderate,Low,24,,F,Y
54,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
55,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
55,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
55,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Inappropriate or damaged slats (in slatted systems),Locomotor disorders (including lameness),Pain,High,Moderate,Locomotion/gait scoring,Welfare outcome,Behavioural,Moderate,Low,,,F,Y
55,Sheep,Lambs from winter housed,Good Health,Absence of disease,Inappropriate or damaged slats (in slatted systems),Locomotor disorders (including lameness),Pain,High,Moderate,Locomotion/gait scoring,Welfare outcome,Behavioural,Moderate,Low,,,F,Y
56,Sheep,Adults - Outside year-round,Good Housing,Ease of movement,Inadequate hoof trimming,Restriction of movement,Discomfort,High,Easy,Locomotory behaviour (restricted movement),Welfare outcome,Behavioural,Moderate,Medium,24,,R,Y
56,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
56,Sheep,Adults - Outside/winter housed,Good Housing,Ease of movement,Inadequate hoof trimming,Restriction of movement,Discomfort,High,Easy,Locomotory behaviour (restricted movement),Welfare outcome,Behavioural,Moderate,Medium,24,,R,Y
56,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
57,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
57,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
57,Sheep,Adults - Outside/winter housed,Good Housing,Ease of movement,Lack of space indoors,Restriction of movement,Frustration,High,Moderate,Locomotory behaviour (restricted movement),Welfare outcome,Behavioural,Moderate,Medium,,,R,Y
57,Sheep,Lambs from winter housed,Good Housing,Ease of movement,Lack of space indoors,Restriction of movement,Frustration,High,Moderate,Locomotory behaviour (restricted movement),Welfare outcome,Behavioural,Moderate,Medium,,,R,Y
58,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
58,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
58,Sheep,Adults - Outside/winter housed,Good Housing,Ease of movement,Poor housing design,Restriction of movement,Frustration,High,Difficult,Locomotory behaviour (restricted movement),Welfare outcome,Behavioural,Moderate,Medium,,,R,Y
58,Sheep,Lambs from winter housed,Good Housing,Ease of movement,Poor housing design,Restriction of movement,Frustration,High,Difficult,Locomotory behaviour (restricted movement),Welfare outcome,Behavioural,Moderate,Medium,,,R,Y
59,Sheep,Adults - Outside year-round,Good Housing,Ease of movement,Poor walking tracks,Restriction of movement,Discomfort,High,Moderate,Locomotory behaviour (restricted movement),Welfare outcome,Behavioural,Moderate,Medium,24,,R,Y
59,Sheep,Lambs from outside year round,Good Housing,Ease of movement,Poor walking tracks,Restriction of movement,Discomfort,High,Moderate,Locomotory behaviour (restricted movement),Welfare outcome,Behavioural,Moderate,Medium,24,,R,Y
59,Sheep,Adults - Outside/winter housed,Good Housing,Ease of movement,Poor walking tracks,Restriction of movement,Discomfort,High,Moderate,Locomotory behaviour (restricted movement),Welfare outcome,Behavioural,Moderate,Medium,24,,R,Y
59,Sheep,Lambs from winter housed,Good Housing,Ease of movement,Poor walking tracks,Restriction of movement,Discomfort,High,Moderate,Locomotory behaviour (restricted movement),Welfare outcome,Behavioural,Moderate,Medium,24,,R,Y
60,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
60,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
60,Sheep,Adults - Outside/winter housed,Good Housing,Thermal comfort,Inadequate bedding (in bedded systems),Cold stress,Di(stress),Low,Easy,Lying close together,Welfare outcome,Behavioural,Moderate,Low,,,"F, R",Y
60,Sheep,Lambs from winter housed,Good Housing,Thermal comfort,Inadequate bedding (in bedded systems),Cold stress,Di(stress),Low,Easy,Lying close together,Welfare outcome,Behavioural,Moderate,Low,,,"F, R",Y
61,Sheep,Adults - Outside year-round,Good Housing,Thermal comfort,Lack of shelter in bad weather ,Cold stress,Di(stress),Low,Moderate,Lying close together,Welfare outcome,Behavioural,Moderate,Low,,,"F, R",Y
61,Sheep,Lambs from outside year round,Good Housing,Thermal comfort,Lack of shelter in bad weather ,Cold stress,Di(stress),Low,Moderate,Lying close together,Welfare outcome,Behavioural,Moderate,Low,,,"F, R",Y
61,Sheep,Adults - Outside/winter housed,Good Housing,Thermal comfort,Lack of shelter in bad weather ,Cold stress,Di(stress),Low,Moderate,Lying close together,Welfare outcome,Behavioural,Moderate,Low,,,"F, R",Y
61,Sheep,Lambs from winter housed,Good Housing,Thermal comfort,Lack of shelter in bad weather ,Cold stress,Di(stress),Low,Moderate,Lying close together,Welfare outcome,Behavioural,Moderate,Low,,,"F, R",Y
62,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
62,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
62,Sheep,Adults - Outside/winter housed,Good Housing,Thermal comfort,Poor or damaged insulation,Cold stress,Di(stress),Low,Moderate,Lying close together,Welfare outcome,Behavioural,Moderate,Low,,,"F, R",Y
62,Sheep,Lambs from winter housed,Good Housing,Thermal comfort,Poor or damaged insulation,Cold stress,Di(stress),Low,Moderate,Lying close together,Welfare outcome,Behavioural,Moderate,Low,,,"F, R",Y
63,Sheep,Adults - Outside year-round,Good Housing,Thermal comfort,Shearing at inappropriate time,Cold stress,Di(stress),Low,Easy,Lying close together,Welfare outcome,Behavioural,Moderate,Low,,,"F, R",Y
63,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
63,Sheep,Adults - Outside/winter housed,Good Housing,Thermal comfort,Shearing at inappropriate time,Cold stress,Di(stress),Low,Easy,Lying close together,Welfare outcome,Behavioural,Moderate,Low,,,"F, R",Y
63,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
64,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Poor dental health,Gastro-enteric disorders,Pain,High,Moderate,"Pain behaviour (teeth grinding, reluctance to move, change in posture)",Welfare outcome,Behavioural,Moderate,Medium,,26a,"F, R",Y
64,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
64,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Poor dental health,Gastro-enteric disorders,Pain,High,Moderate,"Pain behaviour (teeth grinding, reluctance to move, change in posture)",Welfare outcome,Behavioural,Moderate,Medium,,26a,"F, R",Y
64,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
65,Sheep,Adults - Outside year-round,Good Health,Absence of disease,Delayed lambing intervention,Reproductive disorders,Pain,High,Easy,"Pain behaviour (teeth grinding, reluctance to move, change in posture)",Welfare outcome,Behavioural,Moderate,Medium,25,26a,"F, R",Y
65,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
65,Sheep,Adults - Outside/winter housed,Good Health,Absence of disease,Delayed lambing intervention,Reproductive disorders,Pain,High,Easy,"Pain behaviour (teeth grinding, reluctance to move, change in posture)",Welfare outcome,Behavioural,Moderate,Medium,25,26a,"F, R",Y
65,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
66,Sheep,Adults - Outside year-round,Good Health,Absence of pain induced by management procedures,Loss of or damage caused by ear tag,Soft tissue lesions and integument damage,Pain,High,Moderate,"Pain behaviour (teeth grinding, reluctance to move, change in posture)",Welfare outcome,Behavioural,Moderate,Medium,25,26a,"F, R",Y
66,Sheep,Lambs from outside year round,Good Health,Absence of pain induced by management procedures,Loss of or damage caused by ear tag,Soft tissue lesions and integument damage,Pain,High,Moderate,"Pain behaviour (teeth grinding, reluctance to move, change in posture)",Welfare outcome,Behavioural,Moderate,Medium,25,26a,"F, R",Y
66,Sheep,Adults - Outside/winter housed,Good Health,Absence of pain induced by management procedures,Loss of or damage caused by ear tag,Soft tissue lesions and integument damage,Pain,High,Moderate,"Pain behaviour (teeth grinding, reluctance to move, change in posture)",Welfare outcome,Behavioural,Moderate,Medium,25,26a,"F, R",Y
66,Sheep,Lambs from winter housed,Good Health,Absence of pain induced by management procedures,Loss of or damage caused by ear tag,Soft tissue lesions and integument damage,Pain,High,Moderate,"Pain behaviour (teeth grinding, reluctance to move, change in posture)",Welfare outcome,Behavioural,Moderate,Medium,25,26a,"F, R",Y
67,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
67,Sheep,Lambs from outside year round,Good Health,Absence of pain induced by management procedures,Pain caused by ear tagging / notching / tattooing,Soft tissue lesions and integument damage,Pain,High,Moderate,"Pain behaviour (teeth grinding, reluctance to move, change in posture)",Welfare outcome,Behavioural,Moderate,Medium,25,26a,"F, R",Y
67,Sheep,Adults - Outside/winter housed,,,,,,,,,,,,,,,,
67,Sheep,Lambs from winter housed,Good Health,Absence of pain induced by management procedures,Pain caused by ear tagging / notching / tattooing,Soft tissue lesions and integument damage,Pain,High,Moderate,"Pain behaviour (teeth grinding, reluctance to move, change in posture)",Welfare outcome,Behavioural,Moderate,Medium,25,26a,"F, R",Y
68,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged thirst,Lack of emergency water supply,Prolonged thirst,Discomfort,High,Easy,Panting,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",Y
68,Sheep,Lambs from outside year round,Good Feeding,Absence of prolonged thirst,Lack of emergency water supply,Prolonged thirst,Discomfort,High,Easy,Panting,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",Y
68,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged thirst,Lack of emergency water supply,Prolonged thirst,Discomfort,High,Easy,Panting,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",Y
68,Sheep,Lambs from winter housed,Good Feeding,Absence of prolonged thirst,Lack of emergency water supply,Prolonged thirst,Discomfort,High,Easy,Panting,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",Y
69,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged thirst,Lack of suitable water supply,Prolonged thirst,Discomfort,High,Easy,Panting,Welfare outcome,Behavioural ,Moderate,Low,24,,"F, R",Y
69,Sheep,Lambs from outside year round,Good Feeding,Absence of prolonged thirst,Lack of suitable water supply,Prolonged thirst,Discomfort,High,Easy,Panting,Welfare outcome,Behavioural ,Moderate,Low,24,,"F, R",Y
69,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged thirst,Lack of suitable water supply,Prolonged thirst,Discomfort,High,Easy,Panting,Welfare outcome,Behavioural ,Moderate,Low,24,,"F, R",Y
69,Sheep,Lambs from winter housed,Good Feeding,Absence of prolonged thirst,Lack of suitable water supply,Prolonged thirst,Discomfort,High,Easy,Panting,Welfare outcome,Behavioural ,Moderate,Low,24,,"F, R",Y
70,Sheep,Adults - Outside year-round,Good Feeding,Absence of prolonged thirst,Poor water quality,Prolonged thirst,Discomfort,High,Moderate,Panting,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",Y
70,Sheep,Lambs from outside year round,Good Feeding,Absence of prolonged thirst,Poor water quality,Prolonged thirst,Discomfort,High,Moderate,Panting,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",Y
70,Sheep,Adults - Outside/winter housed,Good Feeding,Absence of prolonged thirst,Poor water quality,Prolonged thirst,Discomfort,High,Moderate,Panting,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",Y
70,Sheep,Lambs from winter housed,Good Feeding,Absence of prolonged thirst,Poor water quality,Prolonged thirst,Discomfort,High,Moderate,Panting,Welfare outcome,Behavioural,Moderate,Low,24,,"F, R",Y
71,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
71,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
71,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Bringing outdoor-housed sheep indoors,Environmental stress,Fear,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,,,R,N (research only)
71,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
72,Sheep,Adults - Outside year-round,,,,,,,,,,,,,,,,
72,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
72,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Bringing outdoor-housed sheep indoors,Environmental stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,,,R,N (research only)
72,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
73,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Lack of facilities for sick animals,Environmental stress,Di(stress),Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,25,,R,N (research only)
73,Sheep,Lambs from outside year round,Appropiate behaviour,Positive emotional state,Lack of facilities for sick animals,Environmental stress,Di(stress),Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,25,,R,N (research only)
73,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Lack of facilities for sick animals,Environmental stress,Di(stress),Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,25,,R,N (research only)
73,Sheep,Lambs from winter housed,Appropiate behaviour,Positive emotional state,Lack of facilities for sick animals,Environmental stress,Di(stress),Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,25,,R,N (research only)
74,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Tethering/restraining lactating ewes (e.g. use of lamb adopter),Environmental stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,25,,R,N (research only)
74,Sheep,Lambs from outside year round,,,,,,,,,,,,,,,,
74,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Tethering/restraining lactating ewes (e.g. use of lamb adopter),Environmental stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,25,,R,N (research only)
74,Sheep,Lambs from winter housed,,,,,,,,,,,,,,,,
75,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Mixing of animals from different groups,Group (social) stress,Frustration,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
75,Sheep,Lambs from outside year round,Appropiate behaviour,Positive emotional state,Mixing of animals from different groups,Group (social) stress,Frustration,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
75,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Mixing of animals from different groups,Group (social) stress,Frustration,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
75,Sheep,Lambs from winter housed,Appropiate behaviour,Positive emotional state,Mixing of animals from different groups,Group (social) stress,Frustration,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
76,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Mixing of animals from different groups,Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
76,Sheep,Lambs from outside year round,Appropiate behaviour,Positive emotional state,Mixing of animals from different groups,Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
76,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Mixing of animals from different groups,Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
76,Sheep,Lambs from winter housed,Appropiate behaviour,Positive emotional state,Mixing of animals from different groups,Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
77,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Frustration,High,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
77,Sheep,Lambs from outside year round,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Frustration,High,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
77,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Frustration,High,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
77,Sheep,Lambs from winter housed,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Frustration,High,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
78,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Di(stress),High,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
78,Sheep,Lambs from outside year round,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Di(stress),High,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
78,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Di(stress),High,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
78,Sheep,Lambs from winter housed,Appropiate behaviour,Positive emotional state,Lack of physical or visual contact with other sheep,Isolation stress,Di(stress),High,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
79,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Presence of predators,Predation stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
79,Sheep,Lambs from outside year round,Appropiate behaviour,Positive emotional state,Presence of predators,Predation stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
79,Sheep,Adults - Outside/winter housed,Appropiate behaviour,Positive emotional state,Presence of predators,Predation stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
79,Sheep,Lambs from winter housed,Appropiate behaviour,Positive emotional state,Presence of predators,Predation stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,24,,R,N (research only)
80,Sheep,Adults - Outside year-round,Appropiate behaviour,Positive emotional state,Temporary separation of lamb from ewe,Separation stress,Di(stress),High,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,25,,R,N (research only)
